county,state,fips_code,customers_out
Calvert,Maryland,24009,309854
Cambria,Pennsylvania,42021,729164
Camden,Georgia,13039,138516
Camden,Missouri,29029,175184
Camden,New Jersey,34007,18037476
Camden,North Carolina,37029,47456
Cameron,Louisiana,22023,118545
Cameron,Pennsylvania,42023,120597
Cameron,Texas,48061,906299
Camp,Texas,48063,191663
Campbell,Kentucky,21037,566467
Campbell,Tennessee,47013,5392
Campbell,Virginia,51031,351160
Canadian,Oklahoma,40017,4179655
Candler,Georgia,13043,24437
Cannon,Tennessee,47015,95610
Canyon,Idaho,16027,70595
Cape Girardeau,Missouri,29031,155411
Cape May,New Jersey,34009,1433496
Carbon,Pennsylvania,42025,199143
Carlisle,Kentucky,21039,210
Carlton,Minnesota,27017,196371
Caroline,Maryland,24011,64712
Caroline,Virginia,51033,245567
Carroll,Arkansas,5015,69096
Carroll,Georgia,13045,92788
Carroll,Illinois,17015,30031
Carroll,Indiana,18015,104845
Carroll,Iowa,19027,60397
Carroll,Kentucky,21041,22162
Carroll,Maryland,24013,440211
Carroll,Mississippi,28015,54978
Carroll,Missouri,29033,80948
Carroll,New Hampshire,33003,410817
Carroll,Ohio,39019,241768
Carroll,Virginia,51035,410515
Carson,Texas,48065,100548
Carson City,Nevada,32510,183686
Carter,Kentucky,21043,945494
Carter,Oklahoma,40019,89845
Carteret,North Carolina,37031,202880
Carver,Minnesota,27019,216553
Casey,Kentucky,21045,71187
Cass,Illinois,17017,31041
Cass,Indiana,18017,82629
Cass,Iowa,19029,13231
Cass,Michigan,26027,655674
Cass,Minnesota,27021,691726
Cass,Missouri,29037,455193
Cass,Nebraska,31025,104061
Cass,North Dakota,38017,238862
Cass,Texas,48067,325596
Cassia,Idaho,16031,3227
Castro,Texas,48069,14353
Caswell,North Carolina,37033,430474
Catahoula,Louisiana,22025,4530
Catawba,North Carolina,37035,665828
Catoosa,Georgia,13047,7059
Catron,New Mexico,35003,9970
Cattaraugus,New York,36009,427476
Cayuga,New York,36011,424450
Cecil,Maryland,24015,1277985
Cedar,Iowa,19031,61968
Cedar,Missouri,29039,470
Cedar,Nebraska,31027,16
Centre,Pennsylvania,42027,606354
Cerro Gordo,Iowa,19033,96576
Chaffee,Colorado,8015,9700
Chambers,Texas,48071,240944
Champaign,Illinois,17019,410030
Champaign,Ohio,39021,36830
Chariton,Missouri,29041,47730
Charles,Maryland,24017,896864
Charles City,Virginia,51036,72672
Charleston,South Carolina,45019,1635963
Charlevoix,Michigan,26029,1121833
Charlotte,Florida,12015,812931
Charlotte,Virginia,51037,121821
Charlottesville,Virginia,51540,124362
Charlton,Georgia,13049,31557
Chase,Kansas,20017,16960
Chatham,Georgia,13051,1962218
Chatham,North Carolina,37037,1417382
Chattahoochee,Georgia,13053,2981
Chattooga,Georgia,13055,230845
Chautauqua,New York,36013,538273
Chaves,New Mexico,35005,329414
Cheatham,Tennessee,47021,141150
Cheboygan,Michigan,26031,698084
Chemung,New York,36015,304735
Chenango,New York,36017,561056
Cherokee,Georgia,13057,978544
Cherokee,Iowa,19035,4197
Cherokee,Kansas,20021,8234
Cherokee,North Carolina,37039,147411
Cherokee,Oklahoma,40021,328114
Cherokee,South Carolina,45021,73001
Cherokee,Texas,48073,2115469
Cherry,Nebraska,31031,133
Chesapeake,Virginia,51550,655164
Cheshire,New Hampshire,33005,340568
Chester,Pennsylvania,42029,11303854
Chester,South Carolina,45023,194702
Chesterfield,South Carolina,45025,490368
Chesterfield,Virginia,51041,1514085
Cheyenne,Kansas,20023,1084
Chickasaw,Iowa,19037,11791
Chickasaw,Mississippi,28017,39
Chicot,Arkansas,5017,117015
Childress,Texas,48075,46744
Chilton,Alabama,1021,158083
Chippewa,Minnesota,27023,11373
Chippewa,Wisconsin,55017,210967
Chisago,Minnesota,27025,236433
Chittenden,Vermont,50007,347600
Choctaw,Mississippi,28019,32687
Choctaw,Oklahoma,40023,64860
Chowan,North Carolina,37041,32370
Christian,Illinois,17021,168358
Christian,Kentucky,21047,4179
Christian,Missouri,29043,17140
Churchill,Nevada,32001,42722
Citrus,Florida,12017,702455
Clackamas,Oregon,41005,4481822
Claiborne,Louisiana,22027,86007
Claiborne,Mississippi,28021,116754
Clare,Michigan,26035,1845484
Clarendon,South Carolina,45027,239384
Clarion,Pennsylvania,42031,388123
Clark,Arkansas,5019,744970
Clark,Illinois,17023,13262
Clark,Indiana,18019,429069
Clark,Kentucky,21049,40687
Clark,Missouri,29045,3935
Clark,Nevada,32003,1682803
Clark,Ohio,39023,348481
Clark,Wisconsin,55019,106175
Clarke,Alabama,1025,8
Clarke,Georgia,13059,848234
Clarke,Iowa,19039,52922
Clarke,Mississippi,28023,43728
Clarke,Virginia,51043,141130
Clay,Arkansas,5021,160797
Clay,Florida,12019,1017455
Clay,Georgia,13061,47538
Clay,Illinois,17025,18487
Clay,Indiana,18021,85916
Clay,Iowa,19041,15368
Clay,Kansas,20027,3659
Clay,Kentucky,21051,27004
Clay,Minnesota,27027,16381
Clay,Mississippi,28025,19810
Clay,Missouri,29047,1973579
Clay,North Carolina,37043,2548
Clay,Tennessee,47027,138705
Clay,Texas,48077,31641
Clay,West Virginia,54015,1130315
Clayton,Georgia,13063,800020
Clayton,Iowa,19043,91583
Clear Creek,Colorado,8019,22001
Clearfield,Pennsylvania,42033,556875
Clearwater,Idaho,16035,166032
Cleburne,Arkansas,5023,173223
Clermont,Ohio,39025,1676924
Cleveland,Arkansas,5025,130693
Cleveland,North Carolina,37045,279419
Cleveland,Oklahoma,40027,585819
Clinch,Georgia,13065,7880
Clinton,Illinois,17027,49852
Clinton,Indiana,18023,118049
Clinton,Iowa,19045,321790
Clinton,Kentucky,21053,7527
Clinton,Michigan,26037,347139
Clinton,Missouri,29049,60611
Clinton,New York,36019,305149
Clinton,Ohio,39027,305451
Clinton,Pennsylvania,42035,294495
Cloud,Kansas,20029,4277
Coahoma,Mississippi,28027,144823
Coal,Oklahoma,40029,34771
Cobb,Georgia,13067,967530
Cochran,Texas,48079,25340
Coffee,Alabama,1031,65207
Coffee,Georgia,13069,10307
Coffee,Tennessee,47031,693827
Coffey,Kansas,20031,27746
Coke,Texas,48081,30448
Cole,Missouri,29051,80666
Coleman,Texas,48083,7647
Coles,Illinois,17029,97796
Colfax,Nebraska,31037,413
Colleton,South Carolina,45029,109148
Collier,Florida,12021,1539099
Collin,Texas,48085,1948543
Collingsworth,Texas,48087,372410
Colonial Heights,Virginia,51570,26079
Colorado,Texas,48089,296585
Colquitt,Georgia,13071,16603
Columbia,Arkansas,5027,431209
Columbia,Florida,12023,423752
Columbia,Georgia,13073,325431
Columbia,New York,36021,522979
Columbia,Pennsylvania,42037,377011
Columbia,Wisconsin,55021,127910
Columbiana,Ohio,39029,686321
Columbus,North Carolina,37047,198975
Comal,Texas,48091,39163
Comanche,Oklahoma,40031,5652924
Comanche,Texas,48093,16370
Concho,Texas,48095,4585
Concordia,Louisiana,22029,244964
Conecuh,Alabama,1035,305
Conejos,Colorado,8021,28447
Conway,Arkansas,5029,135505
Cook,Georgia,13075,12776
Cook,Illinois,17031,13707939
Cooke,Texas,48097,80324
Cooper,Missouri,29053,191340
Coos,New Hampshire,33007,370980
Coosa,Alabama,1037,114068
Copiah,Mississippi,28029,366962
Cortland,New York,36023,220396
Coryell,Texas,48099,131705
Coshocton,Ohio,39031,158641
Costilla,Colorado,8023,8516
Cottle,Texas,48101,695
Cotton,Oklahoma,40033,318325
Cottonwood,Minnesota,27033,3696
Covington,Alabama,1039,73876
Covington,Mississippi,28031,95396
Covington,Virginia,51580,29856
Coweta,Georgia,13077,124725
Cowley,Kansas,20035,149406
Craig,Oklahoma,40035,106842
Craig,Virginia,51045,20515
Craighead,Arkansas,5031,223978
Crane,Texas,48103,54438
Craven,North Carolina,37049,414672
Crawford,Arkansas,5033,120760
Crawford,Georgia,13079,82191
Crawford,Illinois,17033,21960
Crawford,Indiana,18025,103849
Crawford,Iowa,19047,37992
Crawford,Kansas,20037,66799
Crawford,Michigan,26039,1874642
Crawford,Ohio,39033,89633
Crawford,Pennsylvania,42039,557998
Crawford,Wisconsin,55023,73833
Creek,Oklahoma,40037,225289
Crenshaw,Alabama,1041,54709
Crisp,Georgia,13081,189
Crittenden,Arkansas,5035,409728
Crittenden,Kentucky,21055,15710
Crockett,Texas,48105,27441
Crosby,Texas,48107,54466
Cross,Arkansas,5037,96342
Crow Wing,Minnesota,27035,956305
Crowley,Colorado,8025,27156
Culberson,Texas,48109,396529
Culpeper,Virginia,51047,213383
Cumberland,Illinois,17035,3713
Cumberland,Kentucky,21057,91415
Cumberland,Maine,23005,1123506
Cumberland,New Jersey,34011,627437
Cumberland,North Carolina,37051,1036497
Cumberland,Pennsylvania,42041,556968
Cumberland,Virginia,51049,124422
Currituck,North Carolina,37053,93429
Curry,New Mexico,35009,840194
Custer,Colorado,8027,41561
Custer,Oklahoma,40039,1573555
Cuyahoga,Ohio,39035,5888323
Dade,Georgia,13083,124704
Dade,Missouri,29057,315
Dakota,Minnesota,27037,535062
Dakota,Nebraska,31043,32224
Dale,Alabama,1045,5328
Dallam,Texas,48111,32068
Dallas,Alabama,1047,86617
Dallas,Arkansas,5039,356279
Dallas,Iowa,19049,149445
Dallas,Texas,48113,8321314
Dane,Wisconsin,55025,404491
Danville,Virginia,51590,11
Dare,North Carolina,37055,107266
Darke,Ohio,39037,80195
Darlington,South Carolina,45031,592470
Dauphin,Pennsylvania,42043,835537
Davidson,North Carolina,37057,580134
Davidson,Tennessee,47037,3687552
Davie,North Carolina,37059,214217
Daviess,Indiana,18027,10778
Daviess,Kentucky,21059,38762
Daviess,Missouri,29061,9180
Davis,Iowa,19051,37979
Dawes,Nebraska,31045,5985
Dawson,Georgia,13085,914664
Dawson,Nebraska,31047,6191
Dawson,Texas,48115,560055
De Soto,Louisiana,22031,875700
De Witt,Illinois,17039,62202
DeKalb,Georgia,13089,2688335
DeKalb,Illinois,17037,322481
DeKalb,Indiana,18033,271837
DeKalb,Missouri,29063,26202
DeKalb,Tennessee,47041,3544
DeSoto,Florida,12027,253852
DeSoto,Mississippi,28033,796409
DeWitt,Texas,48123,117687
Deaf Smith,Texas,48117,50375
Dearborn,Indiana,18029,178518
Decatur,Georgia,13087,117002
Decatur,Indiana,18031,46488
Decatur,Iowa,19053,13473
Decatur,Kansas,20039,246
Defiance,Ohio,39039,195750
Delaware,Indiana,18035,551388
Delaware,Iowa,19055,62684
Delaware,New York,36025,388165
Delaware,Ohio,39041,565065
Delaware,Oklahoma,40041,806382
Delaware,Pennsylvania,42045,14799512
Delta,Michigan,26041,637583
Delta,Texas,48119,11750
Dent,Missouri,29065,3
Denton,Texas,48121,968317
Denver,Colorado,8031,2060736
Des Moines,Iowa,19057,441279
Desha,Arkansas,5041,246631
Deuel,Nebraska,31049,6142
Dewey,Oklahoma,40043,60337
Dickens,Texas,48125,12469
Dickenson,Virginia,51051,350223
Dickinson,Iowa,19059,29034
Dickinson,Kansas,20041,72687
Dickinson,Michigan,26043,48094
Dickson,Tennessee,47043,2396
Dillon,South Carolina,45033,203360
Dimmit,Texas,48127,146571
Dinwiddie,Virginia,51053,213896
District of Columbia,District of Columbia,11001,3316065
Dixie,Florida,12029,180814
Doddridge,West Virginia,54017,1268552
Dodge,Georgia,13091,14259
Dodge,Minnesota,27039,5261
Dodge,Nebraska,31053,9492
Dodge,Wisconsin,55027,262450
Doniphan,Kansas,20043,23150
Donley,Texas,48129,143449
Dooly,Georgia,13093,23670
Door,Wisconsin,55029,964667
Dorchester,Maryland,24019,86880
Dorchester,South Carolina,45035,283472
Dougherty,Georgia,13095,27622
Douglas,Colorado,8035,262603
Douglas,Georgia,13097,219304
Douglas,Illinois,17041,85481
Douglas,Kansas,20045,210273
Douglas,Minnesota,27041,5831
Douglas,Nebraska,31055,1329171
Douglas,Nevada,32005,288838
Douglas,Wisconsin,55031,45498
Doña Ana,New Mexico,35013,1279326
Drew,Arkansas,5043,390311
DuPage,Illinois,17043,2632330
Dubuque,Iowa,19061,205531
Dukes,Massachusetts,25007,141708
Dunklin,Missouri,29069,15714
Dunn,Wisconsin,55033,60418
Duplin,North Carolina,37061,199941
Durham,North Carolina,37063,3492087
Dutchess,New York,36027,2317200
Duval,Florida,12031,3376847
Duval,Texas,48131,241512
Eagle,Colorado,8037,1138603
Early,Georgia,13099,4872
East Baton Rouge,Louisiana,22033,8610476
East Carroll,Louisiana,22035,86701
East Feliciana,Louisiana,22037,266876
Eastland,Texas,48133,117584
Eaton,Michigan,26045,593136
Eau Claire,Wisconsin,55035,104084
Echols,Georgia,13101,26355
Ector,Texas,48135,2203449
Eddy,New Mexico,35015,327695
Edgar,Illinois,17045,27608
Edgecombe,North Carolina,37065,101809
Edgefield,South Carolina,45037,103958
Edmonson,Kentucky,21061,1574
Edwards,Illinois,17047,13954
Edwards,Kansas,20047,23605
Edwards,Texas,48137,7009
Effingham,Georgia,13103,219426
Effingham,Illinois,17049,57267
El Dorado,California,6017,5
El Paso,Colorado,8041,480655
El Paso,Texas,48141,2612880
Elbert,Georgia,13105,50468
Elk,Kansas,20049,103815
Elk,Pennsylvania,42047,256730
Elkhart,Indiana,18039,2014780
Elko,Nevada,32007,150054
Elliott,Kentucky,21063,9875
Ellis,Kansas,20051,38570
Ellis,Oklahoma,40045,24432
Ellis,Texas,48139,991870
Ellsworth,Kansas,20053,558
Elmore,Alabama,1051,255248
Elmore,Idaho,16039,85058
Emanuel,Georgia,13107,77138
Emmet,Iowa,19063,2507
Emmet,Michigan,26047,944439
Emporia,Virginia,51595,29791
Erath,Texas,48143,134440
Erie,New York,36029,3654716
Erie,Ohio,39043,359965
Erie,Pennsylvania,42049,2693415
Escambia,Alabama,1053,1
Escambia,Florida,12033,1208667
Esmeralda,Nevada,32009,13377
Essex,Massachusetts,25009,1684250
Essex,New Jersey,34013,2250692
Essex,New York,36031,604887
Essex,Vermont,50009,167613
Essex,Virginia,51057,95257
Estill,Kentucky,21065,67962
Eureka,Nevada,32011,7093
Evangeline,Louisiana,22039,292398
Evans,Georgia,13109,4219
Fairfax,Virginia,51059,4065561
Fairfax City,Virginia,51600,122325
Fairfield,Connecticut,9001,3431783
Fairfield,Ohio,39045,528313
Fairfield,South Carolina,45039,221833
Falls,Texas,48145,135826
Falls Church,Virginia,51610,55259
Fannin,Georgia,13111,21978
Fannin,Texas,48147,63713
Faribault,Minnesota,27043,5995
Faulkner,Arkansas,5045,570728
Fauquier,Virginia,51061,446103
Fayette,Georgia,13113,118206
Fayette,Illinois,17051,32201
Fayette,Indiana,18041,54699
Fayette,Iowa,19065,44253
Fayette,Kentucky,21067,757805
Fayette,Ohio,39047,112079
Fayette,Pennsylvania,42051,1041443
Fayette,Texas,48149,43713
Fayette,West Virginia,54019,1670135
Ferry,Washington,53019,98292
Fillmore,Minnesota,27045,1818
Fillmore,Nebraska,31059,944
Fisher,Texas,48151,17224
Flagler,Florida,12035,325751
Flathead,Montana,30029,914911
Fleming,Kentucky,21069,37953
Florence,South Carolina,45041,506170
Florence,Wisconsin,55037,62897
Floyd,Georgia,13115,291388
Floyd,Indiana,18043,231925
Floyd,Iowa,19067,29246
Floyd,Kentucky,21071,652989
Floyd,Texas,48153,39992
Floyd,Virginia,51063,176237
Fluvanna,Virginia,51065,70294
Foard,Texas,48155,4247
Fond du Lac,Wisconsin,55039,205445
Ford,Illinois,17053,52183
Forest,Pennsylvania,42053,186444
Forest,Wisconsin,55041,171446
Forrest,Mississippi,28035,105433
Forsyth,Georgia,13117,372025
Forsyth,North Carolina,37067,1708040
Fort Bend,Texas,48157,1157467
Fountain,Indiana,18045,81316
Franklin,Arkansas,5047,14903
Franklin,Florida,12037,151366
Franklin,Georgia,13119,255682
Franklin,Idaho,16041,156
Franklin,Illinois,17055,125132
Franklin,Indiana,18047,58795
Franklin,Iowa,19069,7394
Franklin,Kansas,20059,92949
Franklin,Kentucky,21073,72366
Franklin,Louisiana,22041,64455
Franklin,Maine,23007,215524
Franklin,Massachusetts,25011,268157
Franklin,Mississippi,28037,228708
Franklin,Missouri,29071,384159
Franklin,New York,36033,204977
Franklin,North Carolina,37069,419372
Franklin,Ohio,39049,7654496
Franklin,Pennsylvania,42055,398579
Franklin,Tennessee,47051,62752
Franklin,Texas,48159,111486
Franklin,Vermont,50011,120911
Franklin,Virginia,51067,657564
Franklin,Washington,53021,78
Frederick,Maryland,24021,1487749
Frederick,Virginia,51069,139337
Fredericksburg,Virginia,51630,78460
Freeborn,Minnesota,27047,71023
Freestone,Texas,48161,200902
Fremont,Colorado,8043,32550
Fremont,Iowa,19071,13640
Fresno,California,6019,149422
Frio,Texas,48163,116245
Fulton,Arkansas,5049,36542
Fulton,Georgia,13121,3194522
Fulton,Illinois,17057,160711
Fulton,Indiana,18049,128171
Fulton,Kentucky,21075,622
Fulton,New York,36035,139927
Fulton,Ohio,39051,93351
Fulton,Pennsylvania,42057,33557
Furnas,Nebraska,31065,311
Gadsden,Florida,12039,73171
Gaines,Texas,48165,131249
Galax,Virginia,51640,64173
Gallatin,Illinois,17059,32859
Gallatin,Kentucky,21077,32602
Gallia,Ohio,39053,471816
Galveston,Texas,48167,588078
Garden,Nebraska,31069,7943
Garfield,Colorado,8045,215830
Garfield,Oklahoma,40047,560045
Garfield,Washington,53023,2478
Garland,Arkansas,5051,2697969
Garrard,Kentucky,21079,59305
Garrett,Maryland,24023,417795
Garvin,Oklahoma,40049,27856
Garza,Texas,48169,9726
Gasconade,Missouri,29073,97476
Gaston,North Carolina,37071,1137969
Gates,North Carolina,37073,163846
Geary,Kansas,20061,291087
Geauga,Ohio,39055,623295
Gem,Idaho,16045,1931
Genesee,Michigan,26049,2891685
Genesee,New York,36037,222788
Geneva,Alabama,1061,35073
Gentry,Missouri,29075,13279
George,Mississippi,28039,13957
Georgetown,South Carolina,45043,109617
Gibson,Indiana,18051,85818
Gila,Arizona,4007,18853
Gilchrist,Florida,12041,154560
Giles,Tennessee,47055,84699
Giles,Virginia,51071,283904
Gilmer,Georgia,13123,795395
Gilmer,West Virginia,54021,1444422
Gilpin,Colorado,8047,8346
Glades,Florida,12043,18986
Gladwin,Michigan,26051,1545510
Glascock,Georgia,13125,9288
Glasscock,Texas,48173,94533
Gloucester,New Jersey,34015,21892041
