county,state,fips_code,customers_out
Abbeville,South Carolina,45001,377260.0
Acadia,Louisiana,22001,483762.0
Accomack,Virginia,51001,51874.0
Ada,Idaho,16001,679044.0
Adair,Iowa,19001,42764.0
Adair,Kentucky,21001,13212.0
Adair,Missouri,29001,37315.0
Adair,Oklahoma,40001,157086.0
Adams,Colorado,8001,2040912.0
Adams,Idaho,16003,119213.0
Adams,Illinois,17001,80657.0
Adams,Indiana,18001,125478.0
Adams,Iowa,19003,70381.0
Adams,Mississippi,28001,473511.0
Adams,North Dakota,38001,3547.0
Adams,Ohio,39001,582900.0
Adams,Pennsylvania,42001,478338.0
Adams,Washington,53001,0.0
Adams,Wisconsin,55001,393374.0
Addison,Vermont,50001,447578.0
Aiken,South Carolina,45003,1361214.0
Aitkin,Minnesota,27001,325505.0
Alachua,Florida,12001,1320935.0
Alamance,North Carolina,37001,5981044.0
Alameda,California,6001,2874634.0
Alamosa,Colorado,8003,72946.0
Albany,New York,36001,2872999.0
Albany,Wyoming,56001,217513.0
Albemarle,Virginia,51003,6829047.0
Alcona,Michigan,26001,462543.0
Alexander,Illinois,17003,43101.0
Alexander,North Carolina,37003,265886.0
Alexandria,Virginia,51510,2335815.0
Alfalfa,Oklahoma,40003,27028.0
Alger,Michigan,26003,51973.0
Allamakee,Iowa,19005,108135.0
Allegan,Michigan,26005,1629924.0
Allegany,Maryland,24001,918671.0
Allegany,New York,36003,1986930.0
Alleghany,North Carolina,37005,248646.0
Alleghany,Virginia,51005,314596.0
Allegheny,Pennsylvania,42003,8464138.0
Allen,Indiana,18003,1297608.0
Allen,Kansas,20001,9980.0
Allen,Kentucky,21003,166331.0
Allen,Louisiana,22003,515479.0
Allen,Ohio,39003,367545.0
Allendale,South Carolina,45005,103408.0
Alpena,Michigan,26007,2207.0
Alpine,California,6003,3310.0
Amador,California,6005,1456080.0
Amelia,Virginia,51007,2250509.0
Amherst,Virginia,51009,2509467.0
Amite,Mississippi,28005,445613.0
Anchorage,Alaska,2020,1199941.0
Anderson,Kansas,20003,28270.0
Anderson,Kentucky,21005,350251.0
Anderson,South Carolina,45007,2486593.0
Anderson,Tennessee,47001,116033.0
Anderson,Texas,48001,334038.0
Andrew,Missouri,29003,106219.0
Andrews,Texas,48003,185838.0
Androscoggin,Maine,23001,1574034.0
Angelina,Texas,48005,972368.0
Anne Arundel,Maryland,24003,4351077.0
Anoka,Minnesota,27003,271200.0
Anson,North Carolina,37007,1430101.0
Antelope,Nebraska,31003,88.0
Antrim,Michigan,26009,700497.0
Apache,Arizona,4001,50025.0
Appanoose,Iowa,19007,66013.0
Appling,Georgia,13001,249480.0
Appomattox,Virginia,51011,837309.0
Aransas,Texas,48007,471843.0
Arapahoe,Colorado,8005,2112733.0
Archer,Texas,48009,247647.0
Archuleta,Colorado,8007,83431.0
Arenac,Michigan,26011,1844553.0
Arkansas,Arkansas,5001,763305.0
Arlington,Virginia,51013,2623867.0
Armstrong,Pennsylvania,42005,1571435.0
Armstrong,Texas,48011,14233.0
Aroostook,Maine,23003,1311235.0
Ascension,Louisiana,22005,836779.0
Ashe,North Carolina,37009,557961.0
Ashland,Ohio,39005,348765.0
Ashland,Wisconsin,55003,40522.0
Ashley,Arkansas,5003,865274.0
Ashtabula,Ohio,39007,2637689.0
Asotin,Washington,53003,117699.0
Assumption,Louisiana,22007,241913.0
Atascosa,Texas,48013,246426.0
Atchison,Kansas,20005,166939.0
Atchison,Missouri,29005,0.0
Athens,Ohio,39009,1104363.0
Atkinson,Georgia,13003,118793.0
Atlantic,New Jersey,34001,2160549.0
Atoka,Oklahoma,40005,121738.0
Attala,Mississippi,28007,335516.0
Audrain,Missouri,29007,17571.0
Audubon,Iowa,19009,34531.0
Auglaize,Ohio,39011,31419.0
Augusta,Virginia,51015,3416692.0
Austin,Texas,48015,163185.0
Autauga,Alabama,1001,396756.0
Avery,North Carolina,37011,155182.0
Avoyelles,Louisiana,22009,790589.0
Baca,Colorado,8009,1605.0
Bacon,Georgia,13005,60114.0
Bailey,Texas,48017,8619.0
Baker,Florida,12003,278406.0
Baker,Georgia,13007,172194.0
Baker,Oregon,41001,90744.0
Baldwin,Alabama,1003,1143649.0
Baldwin,Georgia,13009,570211.0
Ballard,Kentucky,21007,196504.0
Baltimore,Maryland,24005,9315523.0
Baltimore,Maryland,24510,4913017.0
Bamberg,South Carolina,45009,213758.0
Bandera,Texas,48019,314.0
Banks,Georgia,13011,123230.0
Bannock,Idaho,16005,236509.0
Baraga,Michigan,26013,53010.0
Barber,Kansas,20007,2323.0
Barbour,Alabama,1005,607936.0
Barbour,West Virginia,54001,299264.0
Barnes,North Dakota,38003,146.0
Barnstable,Massachusetts,25001,32401136.0
Barnwell,South Carolina,45011,269879.0
Barren,Kentucky,21009,105233.0
Barron,Wisconsin,55005,67490.0
Barrow,Georgia,13013,212112.0
Barry,Michigan,26015,609122.0
Barry,Missouri,29009,30280.0
Bartholomew,Indiana,18005,1132714.0
Barton,Kansas,20009,106722.0
Barton,Missouri,29011,27215.0
Bartow,Georgia,13015,390217.0
Bastrop,Texas,48021,290156.0
Bates,Missouri,29013,52779.0
Bath,Kentucky,21011,99545.0
Bath,Virginia,51017,2118.0
Baxter,Arkansas,5005,106128.0
Bay,Florida,12005,75272804.0
Bay,Michigan,26017,584804.0
Bayfield,Wisconsin,55007,43449.0
Baylor,Texas,48023,7008.0
Bear Lake,Idaho,16007,27633.0
Beaufort,North Carolina,37013,3205604.0
Beaufort,South Carolina,45013,1191334.0
Beauregard,Louisiana,22011,710567.0
Beaver,Oklahoma,40007,133096.0
Beaver,Pennsylvania,42007,1604241.0
Beaver,Utah,49001,52666.0
Becker,Minnesota,27005,66895.0
Beckham,Oklahoma,40009,309596.0
Bedford,Pennsylvania,42009,523643.0
Bedford,Tennessee,47003,138706.0
Bedford,Virginia,51019,2881481.0
Bee,Texas,48025,204351.0
Belknap,New Hampshire,33001,697916.0
Bell,Kentucky,21013,221944.0
Bell,Texas,48027,1184895.0
Belmont,Ohio,39013,749348.0
Beltrami,Minnesota,27007,646960.0
Ben Hill,Georgia,13017,736978.0
Benewah,Idaho,16009,455722.0
Bennington,Vermont,50003,839423.0
Bent,Colorado,8011,0.0
Benton,Arkansas,5007,215152.0
Benton,Indiana,18007,56787.0
Benton,Iowa,19011,69694.0
Benton,Minnesota,27009,91146.0
Benton,Mississippi,28009,926.0
Benton,Missouri,29015,505847.0
Benton,Oregon,41003,177840.0
Benton,Washington,53005,1430.0
Benzie,Michigan,26019,375035.0
Bergen,New Jersey,34003,8257788.0
Berkeley,South Carolina,45015,1052623.0
Berkeley,West Virginia,54003,358047.0
Berks,Pennsylvania,42011,3586137.0
Berkshire,Massachusetts,25003,714983.0
Bernalillo,New Mexico,35001,2447364.0
Berrien,Georgia,13019,367878.0
Berrien,Michigan,26021,4596852.0
Bertie,North Carolina,37015,220770.0
Bexar,Texas,48029,3587480.0
Bibb,Alabama,1007,482342.0
Bibb,Georgia,13021,1351735.0
Bienville,Louisiana,22013,551390.0
Big Horn,Wyoming,56003,68427.0
Bingham,Idaho,16011,263486.0
Black Hawk,Iowa,19013,213891.0
Blackford,Indiana,18009,98667.0
Bladen,North Carolina,37017,4042144.0
Blaine,Idaho,16013,104910.0
Blaine,Oklahoma,40011,75431.0
Blair,Pennsylvania,42013,558050.0
Blanco,Texas,48031,43295.0
Bland,Virginia,51021,1171295.0
Bleckley,Georgia,13023,385949.0
Blount,Alabama,1009,776557.0
Blount,Tennessee,47009,347817.0
Blue Earth,Minnesota,27013,128409.0
Boise,Idaho,16015,517465.0
Bolivar,Mississippi,28011,409039.0
Bollinger,Missouri,29017,123.0
Bond,Illinois,17005,83973.0
Bonner,Idaho,16017,565406.0
Bonneville,Idaho,16019,264428.0
Boone,Arkansas,5009,324187.0
Boone,Illinois,17007,142399.0
Boone,Indiana,18011,214340.0
Boone,Iowa,19015,67008.0
Boone,Kentucky,21015,852794.0
Boone,Missouri,29019,241404.0
Boone,West Virginia,54005,1193193.0
Borden,Texas,48033,12732.0
Bosque,Texas,48035,131937.0
Bossier,Louisiana,22015,2672229.0
Botetourt,Virginia,51023,1056288.0
Bottineau,North Dakota,38009,0.0
Boulder,Colorado,8013,1020228.0
Boundary,Idaho,16021,100262.0
Bourbon,Kansas,20011,146862.0
Bourbon,Kentucky,21017,203452.0
Bowie,Texas,48037,1283379.0
Bowman,North Dakota,38011,7050.0
Box Butte,Nebraska,31013,0.0
Box Elder,Utah,49003,224491.0
Boyd,Kentucky,21019,523991.0
Boyd,Nebraska,31015,54164.0
Boyle,Kentucky,21021,52188.0
Bracken,Kentucky,21023,74852.0
Bradford,Florida,12007,159112.0
Bradford,Pennsylvania,42015,1021174.0
Bradley,Arkansas,5011,70325.0
Branch,Michigan,26023,431801.0
Brantley,Georgia,13025,128466.0
Braxton,West Virginia,54007,447809.0
Brazoria,Texas,48039,1591143.0
Brazos,Texas,48041,300249.0
Breathitt,Kentucky,21025,211258.0
Breckinridge,Kentucky,21027,3054.0
Bremer,Iowa,19017,27701.0
Brevard,Florida,12009,1862532.0
Brewster,Texas,48043,405530.0
Briscoe,Texas,48045,25442.0
Bristol,Massachusetts,25005,14086660.0
Bristol,Rhode Island,44001,2448939.0
Bronx,New York,36005,1747754.0
Brooke,West Virginia,54009,269910.0
Brookings,South Dakota,46011,48440.0
Brooks,Georgia,13027,59432.0
Brooks,Texas,48047,104250.0
Broome,New York,36007,1334974.0
Broomfield,Colorado,8014,270803.0
Broward,Florida,12011,7079623.0
Brown,Illinois,17009,3906.0
Brown,Indiana,18013,572066.0
Brown,Kansas,20013,29405.0
Brown,Minnesota,27015,1365.0
Brown,Nebraska,31017,4302.0
Brown,Ohio,39015,712214.0
Brown,South Dakota,46013,0.0
Brown,Texas,48049,355404.0
Brown,Wisconsin,55009,423020.0
Brunswick,North Carolina,37019,24373869.0
Brunswick,Virginia,51025,1360841.0
Bryan,Georgia,13029,102450.0
Bryan,Oklahoma,40013,569594.0
Buchanan,Iowa,19019,45199.0
Buchanan,Missouri,29021,615340.0
Buchanan,Virginia,51027,909066.0
Buckingham,Virginia,51029,1272904.0
Bucks,Pennsylvania,42017,21463577.0
Buena Vista,Iowa,19021,31736.0
Buena Vista,Virginia,51530,28876.0
Buffalo,Nebraska,31019,17489.0
Buffalo,Wisconsin,55011,55478.0
Bullitt,Kentucky,21029,921380.0
Bulloch,Georgia,13031,819084.0
Bullock,Alabama,1011,173143.0
Buncombe,North Carolina,37021,5218814.0
Bureau,Illinois,17011,396077.0
Burke,Georgia,13033,267853.0
Burke,North Carolina,37023,1006475.0
Burke,North Dakota,38013,17257.0
Burleigh,North Dakota,38015,74403.0
Burleson,Texas,48051,125206.0
Burlington,New Jersey,34005,8293993.0
Burnet,Texas,48053,109150.0
Burnett,Wisconsin,55013,30361.0
Burt,Nebraska,31021,19744.0
Butler,Alabama,1013,447691.0
Butler,Iowa,19023,88379.0
Butler,Kansas,20015,218852.0
Butler,Kentucky,21031,101965.0
Butler,Missouri,29023,0.0
Butler,Ohio,39017,1931573.0
Butler,Pennsylvania,42019,7798828.0
Butte,California,6007,55962088.0
Butte,Idaho,16023,5273.0
Butte,South Dakota,46019,21864.0
Butts,Georgia,13035,88519.0
Cabarrus,North Carolina,37025,1620105.0
Cabell,West Virginia,54011,2701535.0
Cache,Utah,49005,179473.0
Caddo,Louisiana,22017,4087197.0
Caddo,Oklahoma,40015,343654.0
Calaveras,California,6009,643639.0
Calcasieu,Louisiana,22019,1486909.0
Caldwell,Kentucky,21033,48083.0
Caldwell,Louisiana,22021,139289.0
Caldwell,Missouri,29025,23505.0
Caldwell,North Carolina,37027,1777551.0
Caldwell,Texas,48055,56518.0
Caledonia,Vermont,50005,531100.0
Calhoun,Alabama,1015,1843102.0
Calhoun,Arkansas,5013,19432.0
Calhoun,Florida,12013,3382782.0
Calhoun,Georgia,13037,1585065.0
Calhoun,Illinois,17013,45203.0
Calhoun,Iowa,19025,130094.0
Calhoun,Michigan,26025,1227459.0
Calhoun,Mississippi,28013,765.0
Calhoun,South Carolina,45017,146231.0
Calhoun,Texas,48057,145130.0
Calhoun,West Virginia,54013,293609.0
Callahan,Texas,48059,113198.0
Callaway,Missouri,29027,17201.0
Calloway,Kentucky,21035,255332.0
Calumet,Wisconsin,55015,92584.0
Calvert,Maryland,24009,1029697.0
Camas,Idaho,16025,2340.0
Cambria,Pennsylvania,42021,1089484.0
Camden,Georgia,13039,601938.0
Camden,Missouri,29029,225208.0
Camden,New Jersey,34007,3568460.0
Camden,North Carolina,37029,60972.0
Cameron,Louisiana,22023,48564.0
Cameron,Pennsylvania,42023,292793.0
Cameron,Texas,48061,2278010.0
Camp,Texas,48063,45366.0
Campbell,Kentucky,21037,625095.0
Campbell,South Dakota,46021,104.0
Campbell,Tennessee,47013,19110.0
Campbell,Virginia,51031,2320734.0
