county,state,fips_code,customers_out
Berrien,Georgia,13019,2463976
Berrien,Michigan,26021,1749908
Bertie,North Carolina,37015,254086
Bexar,Texas,48029,7382511
Bibb,Alabama,1007,383620
Bibb,Georgia,13021,1498382
Bienville,Louisiana,22013,1111937
Big Horn,Montana,30003,12187
Big Horn,Wyoming,56003,47889
Big Stone,Minnesota,27011,18148
Bingham,Idaho,16011,311443
Black Hawk,Iowa,19013,162449
Blackford,Indiana,18009,95328
Bladen,North Carolina,37017,187894
Blaine,Idaho,16013,312079
Blaine,Montana,30005,35825
Blaine,Oklahoma,40011,175711
Blair,Pennsylvania,42013,824510
Blanco,Texas,48031,720920
Bland,Virginia,51021,232241
Bleckley,Georgia,13023,47676
Bledsoe,Tennessee,47007,690667
Blount,Alabama,1009,1063921
Blount,Tennessee,47009,1851715
Blue Earth,Minnesota,27013,333697
Boise,Idaho,16015,419395
Bolivar,Mississippi,28011,628500
Bollinger,Missouri,29017,808175
Bon Homme,South Dakota,46009,10795
Bond,Illinois,17005,286800
Bonner,Idaho,16017,742464
Bonneville,Idaho,16019,267585
Boone,Arkansas,5009,1473583
Boone,Illinois,17007,543589
Boone,Indiana,18011,42111
Boone,Iowa,19015,71587
Boone,Kentucky,21015,851614
Boone,Missouri,29019,315981
Boone,West Virginia,54005,713945
Borden,Texas,48033,90715
Bosque,Texas,48035,180404
Bossier,Louisiana,22015,19609079
Botetourt,Virginia,51023,581698
Bottineau,North Dakota,38009,3878
Boulder,Colorado,8013,954672
Boundary,Idaho,16021,39057
Bourbon,Kansas,20011,202655
Bourbon,Kentucky,21017,718411
Bowie,Texas,48037,1535332
Bowman,North Dakota,38011,2520
Box Butte,Nebraska,31013,0
Box Elder,Utah,49003,351500
Boyd,Kentucky,21019,577624
Boyd,Nebraska,31015,1517
Boyle,Kentucky,21021,716431
Bracken,Kentucky,21023,199631
Bradford,Florida,12007,216111
Bradford,Pennsylvania,42015,839746
Bradley,Arkansas,5011,673431
Bradley,Tennessee,47011,1108275
Branch,Michigan,26023,3396397
Brantley,Georgia,13025,762457
Braxton,West Virginia,54007,561333
Brazoria,Texas,48039,13518217
Brazos,Texas,48041,678254
Breathitt,Kentucky,21025,512164
Breckinridge,Kentucky,21027,533861
Bremer,Iowa,19017,50801
Brevard,Florida,12009,2377252
Brewster,Texas,48043,59784
Briscoe,Texas,48045,67320
Bristol,Massachusetts,25005,3928070
Bristol,Rhode Island,44001,205021
Bristol,Virginia,51520,0
Broadwater,Montana,30007,12395
Bronx,New York,36005,832460
Brooke,West Virginia,54009,360030
Brookings,South Dakota,46011,68209
Brooks,Georgia,13027,1769646
Brooks,Texas,48047,138126
Broome,New York,36007,1368894
Broomfield,Colorado,8014,219495
Broward,Florida,12011,9131703
Brown,Illinois,17009,209936
Brown,Indiana,18013,1411195
Brown,Kansas,20013,30254
Brown,Minnesota,27015,674
Brown,Nebraska,31017,4091
Brown,Ohio,39015,613638
Brown,South Dakota,46013,191028
Brown,Texas,48049,251648
Brown,Wisconsin,55009,553627
Brule,South Dakota,46015,60942
Brunswick,North Carolina,37019,601813
Brunswick,Virginia,51025,203466
Bryan,Georgia,13029,648823
Bryan,Oklahoma,40013,583884
Buchanan,Iowa,19019,224808
Buchanan,Missouri,29021,777830
Buchanan,Virginia,51027,586049
Buckingham,Virginia,51029,396783
Bucks,Pennsylvania,42017,3349978
Buena Vista,Iowa,19021,40225
Buena Vista,Virginia,51530,8368
Buffalo,Nebraska,31019,49750
Buffalo,South Dakota,46017,2594
Buffalo,Wisconsin,55011,46191
Bullitt,Kentucky,21029,2191884
Bulloch,Georgia,13031,1418918
Bullock,Alabama,1011,196656
Buncombe,North Carolina,37021,2987459
Bureau,Illinois,17011,701773
Burke,Georgia,13033,126935
Burke,North Carolina,37023,1086187
Burke,North Dakota,38013,5944
Burleigh,North Dakota,38015,42713
Burleson,Texas,48051,567892
Burlington,New Jersey,34005,1558420
Burnet,Texas,48053,453558
Burnett,Wisconsin,55013,81806
Burt,Nebraska,31021,1194
Butler,Alabama,1013,1206088
Butler,Iowa,19023,101420
Butler,Kansas,20015,244208
Butler,Kentucky,21031,1412665
Butler,Missouri,29023,234951
Butler,Nebraska,31023,273
Butler,Ohio,39017,1231733
Butler,Pennsylvania,42019,3600888
Butte,California,6007,4346730
Butte,Idaho,16023,24168
Butte,South Dakota,46019,71260
Butts,Georgia,13035,666331
Cabarrus,North Carolina,37025,2034391
Cabell,West Virginia,54011,2299898
Cache,Utah,49005,692810
Caddo,Louisiana,22017,39975888
Caddo,Oklahoma,40015,527019
Caguas,Puerto Rico,72025,30206961
Calaveras,California,6009,4205134
Calcasieu,Louisiana,22019,2264181
Caldwell,Kentucky,21033,86480
Caldwell,Louisiana,22021,120743
Caldwell,Missouri,29025,40458
Caldwell,North Carolina,37027,594639
Caldwell,Texas,48055,267906
Caledonia,Vermont,50005,767928
Calhoun,Alabama,1015,1647655
Calhoun,Arkansas,5013,230780
Calhoun,Florida,12013,192488
Calhoun,Georgia,13037,55054
Calhoun,Illinois,17013,34585
Calhoun,Iowa,19025,22698
Calhoun,Michigan,26025,6566559
Calhoun,Mississippi,28013,457
Calhoun,South Carolina,45017,107489
Calhoun,Texas,48057,191451
Calhoun,West Virginia,54013,765475
Callahan,Texas,48059,257875
Callaway,Missouri,29027,243649
Calloway,Kentucky,21035,713558
Calumet,Wisconsin,55015,46811
Calvert,Maryland,24009,419976
Camas,Idaho,16025,7372
Cambria,Pennsylvania,42021,2559468
Camden,Georgia,13039,688860
Camden,Missouri,29029,1066934
Camden,New Jersey,34007,1244845
Camden,North Carolina,37029,86709
Cameron,Louisiana,22023,80963
Cameron,Pennsylvania,42023,212205
Cameron,Texas,48061,3412503
Camp,Texas,48063,1582822
Campbell,Kentucky,21037,475379
Campbell,South Dakota,46021,2833
Campbell,Tennessee,47013,558271
Campbell,Virginia,51031,679867
Campbell,Wyoming,56005,322205
Canadian,Oklahoma,40017,1148299
Candler,Georgia,13043,312922
Cannon,Tennessee,47015,52272
Canyon,Idaho,16027,571144
Cape Girardeau,Missouri,29031,476609
Cape May,New Jersey,34009,2119443
Carbon,Montana,30009,180243
Carbon,Pennsylvania,42025,732440
Carbon,Utah,49007,114292
Carbon,Wyoming,56007,58643
Caribou,Idaho,16029,55314
Carlisle,Kentucky,21039,79180
Carlton,Minnesota,27017,228962
Caroline,Maryland,24011,111599
Caroline,Virginia,51033,120428
Carroll,Arkansas,5015,868952
Carroll,Georgia,13045,807741
Carroll,Illinois,17015,137051
Carroll,Indiana,18015,64327
Carroll,Iowa,19027,12214
Carroll,Kentucky,21041,66741
Carroll,Maryland,24013,4656041
Carroll,Mississippi,28015,174000
Carroll,Missouri,29033,40165
Carroll,New Hampshire,33003,1567492
Carroll,Ohio,39019,1051360
Carroll,Tennessee,47017,0
Carroll,Virginia,51035,604718
Carson,Texas,48065,62620
Carson City,Nevada,32510,1369898
Carter,Kentucky,21043,504271
Carter,Missouri,29035,244968
Carter,Montana,30011,0
Carter,Oklahoma,40019,1135375
Carter,Tennessee,47019,0
Carteret,North Carolina,37031,1217934
Carver,Minnesota,27019,309007
Cascade,Montana,30013,247382
Casey,Kentucky,21045,443610
Cass,Illinois,17017,50948
Cass,Indiana,18017,46460
Cass,Iowa,19029,49036
Cass,Michigan,26027,609129
Cass,Minnesota,27021,338378
Cass,Missouri,29037,643945
Cass,Nebraska,31025,182112
Cass,North Dakota,38017,1203372
Cass,Texas,48067,3863167
Cassia,Idaho,16031,112566
Castro,Texas,48069,199729
Caswell,North Carolina,37033,115854
Catahoula,Louisiana,22025,10186
Catawba,North Carolina,37035,2367906
Catoosa,Georgia,13047,417822
Catron,New Mexico,35003,54184
Cattaraugus,New York,36009,765788
Cavalier,North Dakota,38019,9199
Cayuga,New York,36011,242417
Cecil,Maryland,24015,989495
Cedar,Iowa,19031,195708
Cedar,Missouri,29039,102448
Cedar,Nebraska,31027,1174
Centre,Pennsylvania,42027,1053881
Cerro Gordo,Iowa,19033,148802
Chaffee,Colorado,8015,224607
Chambers,Alabama,1017,271598
Chambers,Texas,48071,3233580
Champaign,Illinois,17019,4480107
Champaign,Ohio,39021,186476
Chariton,Missouri,29041,74455
Charles,Maryland,24017,1603807
Charles City,Virginia,51036,73414
Charles Mix,South Dakota,46023,45950
Charleston,South Carolina,45019,1702527
Charlevoix,Michigan,26029,190977
Charlotte,Florida,12015,961300
Charlotte,Virginia,51037,127481
Charlottesville,Virginia,51540,272817
Charlton,Georgia,13049,496004
Chase,Kansas,20017,49858
Chatham,Georgia,13051,4895147
Chatham,North Carolina,37037,1040280
Chattahoochee,Georgia,13053,17674
Chattooga,Georgia,13055,399966
Chautauqua,Kansas,20019,0
Chautauqua,New York,36013,1302123
Chaves,New Mexico,35005,355699
Cheatham,Tennessee,47021,1096548
Cheboygan,Michigan,26031,236780
Chelan,Washington,53007,217471
Chemung,New York,36015,568991
Chenango,New York,36017,539154
Cherokee,Alabama,1019,656
Cherokee,Georgia,13057,3272350
Cherokee,Iowa,19035,21027
Cherokee,Kansas,20021,93847
Cherokee,North Carolina,37039,1103381
Cherokee,Oklahoma,40021,252362
Cherokee,South Carolina,45021,221842
Cherokee,Texas,48073,2564961
Cherry,Nebraska,31031,1868
Chesapeake,Virginia,51550,793888
Cheshire,New Hampshire,33005,4668705
Chester,Pennsylvania,42029,5580427
Chester,South Carolina,45023,198963
Chester,Tennessee,47023,239598
Chesterfield,South Carolina,45025,411483
Chesterfield,Virginia,51041,4264136
Cheyenne,Colorado,8017,32158
Cheyenne,Kansas,20023,72412
Chickasaw,Iowa,19037,19632
Chickasaw,Mississippi,28017,7045
Chicot,Arkansas,5017,398768
Childress,Texas,48075,25066
Chilton,Alabama,1021,414881
Chippewa,Michigan,26033,554819
Chippewa,Minnesota,27023,18218
Chippewa,Wisconsin,55017,132895
Chisago,Minnesota,27025,445298
Chittenden,Vermont,50007,464449
Choctaw,Alabama,1023,196972
Choctaw,Mississippi,28019,130783
Choctaw,Oklahoma,40023,252616
Chouteau,Montana,30015,92467
Chowan,North Carolina,37041,79786
Christian,Illinois,17021,1511238
Christian,Kentucky,21047,1560489
Christian,Missouri,29043,2649841
Churchill,Nevada,32001,167061
Cibola,New Mexico,35006,0
Cimarron,Oklahoma,40025,28774
Citrus,Florida,12017,1880775
Clackamas,Oregon,41005,2105394
Claiborne,Louisiana,22027,756369
Claiborne,Mississippi,28021,1005717
Claiborne,Tennessee,47025,396975
Clallam,Washington,53009,944317
Clare,Michigan,26035,411719
Clarendon,South Carolina,45027,291097
Clarion,Pennsylvania,42031,1702934
Clark,Arkansas,5019,548662
Clark,Idaho,16033,21707
Clark,Illinois,17023,695626
Clark,Indiana,18019,1450315
Clark,Kentucky,21049,420265
Clark,Missouri,29045,243332
Clark,Nevada,32003,5036546
Clark,Ohio,39023,598104
Clark,South Dakota,46025,22421
Clark,Washington,53011,1347524
Clark,Wisconsin,55019,64067
Clarke,Alabama,1025,207201
Clarke,Georgia,13059,2544664
Clarke,Iowa,19039,28328
Clarke,Mississippi,28023,270177
Clarke,Virginia,51043,133584
Clatsop,Oregon,41007,763194
Clay,Alabama,1027,225085
Clay,Arkansas,5021,71633
Clay,Florida,12019,1014196
Clay,Georgia,13061,89426
Clay,Illinois,17025,25964
Clay,Indiana,18021,1614961
Clay,Iowa,19041,19290
Clay,Kansas,20027,27464
Clay,Kentucky,21051,699846
Clay,Minnesota,27027,35663
Clay,Mississippi,28025,97296
Clay,Missouri,29047,2021799
Clay,North Carolina,37043,504992
Clay,South Dakota,46027,721
Clay,Tennessee,47027,215651
Clay,Texas,48077,122006
Clay,West Virginia,54015,704820
Clayton,Georgia,13063,2783922
Clayton,Iowa,19043,60942
Clear Creek,Colorado,8019,259451
Clearfield,Pennsylvania,42033,1369138
Clearwater,Idaho,16035,477937
Clearwater,Minnesota,27029,1202
Cleburne,Alabama,1029,462096
Cleburne,Arkansas,5023,243494
Clermont,Ohio,39025,2097079
Cleveland,Arkansas,5025,605196
Cleveland,North Carolina,37045,611080
Cleveland,Oklahoma,40027,2720912
Clinch,Georgia,13065,197168
Clinton,Illinois,17027,219717
Clinton,Indiana,18023,108377
Clinton,Iowa,19045,259523
Clinton,Kentucky,21053,833453
Clinton,Michigan,26037,2351572
Clinton,Missouri,29049,59757
Clinton,New York,36019,278463
Clinton,Ohio,39027,652469
Clinton,Pennsylvania,42035,307600
Cloud,Kansas,20029,49559
Coahoma,Mississippi,28027,398812
Coal,Oklahoma,40029,92032
Cobb,Georgia,13067,3022323
Cochise,Arizona,4003,108617
Cochran,Texas,48079,29801
Cocke,Tennessee,47029,448845
Coconino,Arizona,4005,1657877
Codington,South Dakota,46029,24594
Coffee,Alabama,1031,602833
Coffee,Georgia,13069,1376806
Coffee,Tennessee,47031,484599
Coffey,Kansas,20031,31511
Coke,Texas,48081,122272
Colbert,Alabama,1033,0
Cole,Missouri,29051,290817
Coleman,Texas,48083,9507
Coles,Illinois,17029,568757
Colfax,Nebraska,31037,5722
Colleton,South Carolina,45029,487899
Collier,Florida,12021,2105656
Collin,Texas,48085,4843211
Collingsworth,Texas,48087,72020
Colonial Heights,Virginia,51570,531114
Colorado,Texas,48089,2012750
Colquitt,Georgia,13071,1138872
Columbia,Arkansas,5027,697443
Columbia,Florida,12023,4679437
Columbia,Georgia,13073,594649
Columbia,New York,36021,4319948
Columbia,Oregon,41009,1833
Columbia,Pennsylvania,42037,791466
Columbia,Washington,53013,12772
Columbia,Wisconsin,55021,433963
Columbiana,Ohio,39029,3660459
Columbus,North Carolina,37047,267753
Colusa,California,6011,224213
Comal,Texas,48091,2439092
Comanche,Oklahoma,40031,2814939
Comanche,Texas,48093,161476
Concho,Texas,48095,135591
Concordia,Louisiana,22029,290661
Conecuh,Alabama,1035,48911
Conejos,Colorado,8021,263277
Contra Costa,California,6013,15497122
Converse,Wyoming,56009,152556
Conway,Arkansas,5029,496426
Cook,Georgia,13075,1312580
Cook,Illinois,17031,8829233
Cook,Minnesota,27031,0
Cooke,Texas,48097,505096
Cooper,Missouri,29053,75297
Coos,New Hampshire,33007,341258
Coos,Oregon,41011,574262
Coosa,Alabama,1037,545127
Copiah,Mississippi,28029,2295508
Corson,South Dakota,46031,140
Cortland,New York,36023,194594
Coryell,Texas,48099,339554
Coshocton,Ohio,39031,375071
Costilla,Colorado,8023,107592
Cottle,Texas,48101,4818
Cotton,Oklahoma,40033,180982
Cottonwood,Minnesota,27033,0
Covington,Alabama,1039,367017
Covington,Mississippi,28031,840383
Covington,Virginia,51580,34483
Coweta,Georgia,13077,1148756
Cowley,Kansas,20035,100239
Cowlitz,Washington,53015,143791
Craig,Oklahoma,40035,250815
Craig,Virginia,51045,98684
Craighead,Arkansas,5031,336869
Crane,Texas,48103,40644
Craven,North Carolina,37049,745101
Crawford,Arkansas,5033,435535
Crawford,Georgia,13079,189391
Crawford,Illinois,17033,765919
Crawford,Indiana,18025,353805
Crawford,Iowa,19047,25781
Crawford,Kansas,20037,207105
Crawford,Michigan,26039,508717
Crawford,Missouri,29055,644401
Crawford,Ohio,39033,393948
Crawford,Pennsylvania,42039,5123469
Crawford,Wisconsin,55023,24104
Creek,Oklahoma,40037,3823156
Crenshaw,Alabama,1041,643708
Crisp,Georgia,13081,126
Crittenden,Arkansas,5035,899476
Crittenden,Kentucky,21055,71924
Crockett,Tennessee,47033,171765
Crockett,Texas,48105,18462
Crook,Oregon,41013,144261
Crook,Wyoming,56011,323337
Crosby,Texas,48107,184807
Cross,Arkansas,5037,1458587
Crow Wing,Minnesota,27035,262355
Crowley,Colorado,8025,7527
Culberson,Texas,48109,27909
Cullman,Alabama,1043,2845840
Culpeper,Virginia,51047,375109
Cumberland,Illinois,17035,161440
Cumberland,Kentucky,21057,90570
Cumberland,Maine,23005,14717571
Cumberland,New Jersey,34011,330321
Cumberland,North Carolina,37051,643220
Cumberland,Pennsylvania,42041,1515896
Cumberland,Tennessee,47035,2104736
Cumberland,Virginia,51049,165618
Currituck,North Carolina,37053,282032
Curry,New Mexico,35009,567188
Curry,Oregon,41015,256986
Custer,Colorado,8027,1524
Custer,Montana,30017,17392
Custer,Oklahoma,40039,506528
Custer,South Dakota,46033,62008
Cuyahoga,Ohio,39035,17672779
Dade,Georgia,13083,458506
Dade,Missouri,29057,99754
Dakota,Minnesota,27037,2274520
Dakota,Nebraska,31043,30512
Dale,Alabama,1045,440396
Dallam,Texas,48111,17649
Dallas,Alabama,1047,2705078
Dallas,Arkansas,5039,1106093
Dallas,Iowa,19049,158342
Dallas,Missouri,29059,149021
Dallas,Texas,48113,15787945
Dane,Wisconsin,55025,1063500
Daniels,Montana,30019,98
Danville,Virginia,51590,1351972
Dare,North Carolina,37055,267127
Darke,Ohio,39037,168285
Darlington,South Carolina,45031,164624
Dauphin,Pennsylvania,42043,801336
Davidson,North Carolina,37057,1480521
Davidson,Tennessee,47037,16165474
Davie,North Carolina,37059,373707
Daviess,Indiana,18027,52450
Daviess,Kentucky,21059,1879016
Daviess,Missouri,29061,59224
Davis,Iowa,19051,39800
Davis,Utah,49011,808810
Davison,South Dakota,46035,103636
Dawes,Nebraska,31045,18491
Dawson,Georgia,13085,259122
Dawson,Montana,30021,21792
Dawson,Nebraska,31047,21643
Dawson,Texas,48115,158432
Day,South Dakota,46037,473905
De Baca,New Mexico,35011,3028
De Soto,Louisiana,22031,4295618
De Witt,Illinois,17039,1041595
DeKalb,Georgia,13089,10667121
DeKalb,Illinois,17037,387779
DeKalb,Indiana,18033,196644
DeKalb,Missouri,29063,71702
DeKalb,Tennessee,47041,8912
DeSoto,Florida,12027,172477
DeSoto,Mississippi,28033,1683787
DeWitt,Texas,48123,153862
Deaf Smith,Texas,48117,384552
Dearborn,Indiana,18029,279776
Decatur,Georgia,13087,784285
Decatur,Indiana,18031,156920
Decatur,Iowa,19053,16766
Decatur,Kansas,20039,48154
Deer Lodge,Montana,30023,52306
Defiance,Ohio,39039,207141
Del Norte,California,6015,6994395
Delaware,Indiana,18035,531523
Delaware,Iowa,19055,283242
Delaware,New York,36025,650673
Delaware,Ohio,39041,1139799
Delaware,Oklahoma,40041,1641107
Delaware,Pennsylvania,42045,3255836
Delta,Colorado,8029,308681
Delta,Michigan,26041,108299
Delta,Texas,48119,168263
Denali,Alaska,2068,41671
Dent,Missouri,29065,344683
Denton,Texas,48121,2321979
Denver,Colorado,8031,3523487
Des Moines,Iowa,19057,369823
Deschutes,Oregon,41017,718128
Desha,Arkansas,5041,560547
Deuel,Nebraska,31049,979
Deuel,South Dakota,46039,61636
Dewey,Oklahoma,40043,120015
Dewey,South Dakota,46041,0
Dickens,Texas,48125,17113
Dickenson,Virginia,51051,759320
Dickey,North Dakota,38021,250387
Dickinson,Iowa,19059,73572
Dickinson,Kansas,20041,60726
Dickinson,Michigan,26043,300575
Dickson,Tennessee,47043,554
Dillon,South Carolina,45033,108207
Dimmit,Texas,48127,88719
Dinwiddie,Virginia,51053,379403
District of Columbia,District of Columbia,11001,3279354
Divide,North Dakota,38023,972
Dixie,Florida,12029,3255202
Dixon,Nebraska,31051,95
Doddridge,West Virginia,54017,411135
Dodge,Georgia,13091,36645
Dodge,Minnesota,27039,56593
Dodge,Nebraska,31053,30882
Dodge,Wisconsin,55027,218066
Dolores,Colorado,8033,0
Doniphan,Kansas,20043,30028
Donley,Texas,48129,100487
Dooly,Georgia,13093,166942
Door,Wisconsin,55029,211305
Dorchester,Maryland,24019,117944
Dorchester,South Carolina,45035,701782
Dougherty,Georgia,13095,302645
Douglas,Colorado,8035,670077
Douglas,Georgia,13097,995939
Douglas,Illinois,17041,1046554
Douglas,Kansas,20045,883466
Douglas,Minnesota,27041,48598
Douglas,Missouri,29067,245742
Douglas,Nebraska,31055,2107394
Douglas,Nevada,32005,1630768
Douglas,Oregon,41019,1234088
Douglas,South Dakota,46043,12394
Douglas,Washington,53017,130577
Douglas,Wisconsin,55031,159482
Doña Ana,New Mexico,35013,941227
Drew,Arkansas,5043,1117588
DuPage,Illinois,17043,1502014
Dubois,Indiana,18037,15
Dubuque,Iowa,19061,323303
Duchesne,Utah,49013,106
Dukes,Massachusetts,25007,170511
Dunklin,Missouri,29069,108028
Dunn,North Dakota,38025,3284
Dunn,Wisconsin,55033,127563
Duplin,North Carolina,37061,422318
Durham,North Carolina,37063,8579696
Dutchess,New York,36027,4968787
Duval,Florida,12031,4243190
Duval,Texas,48131,427307
Dyer,Tennessee,47045,37734
Eagle,Colorado,8037,162066
Early,Georgia,13099,67631
East Baton Rouge,Louisiana,22033,6190620
East Carroll,Louisiana,22035,306891
East Feliciana,Louisiana,22037,431106
Eastland,Texas,48133,166633
Eaton,Michigan,26045,7055798
Eau Claire,Wisconsin,55035,252763
Echols,Georgia,13101,184581
Ector,Texas,48135,1003946
Eddy,New Mexico,35015,376045
Eddy,North Dakota,38027,5768
Edgar,Illinois,17045,1968357
Edgecombe,North Carolina,37065,292759
Edgefield,South Carolina,45037,206605
Edmonson,Kentucky,21061,2326615
Edmunds,South Dakota,46045,8503
Edwards,Illinois,17047,33066
Edwards,Kansas,20047,6061
Edwards,Texas,48137,208547
Effingham,Georgia,13103,650018
Effingham,Illinois,17049,163380
El Dorado,California,6017,13004970
El Paso,Colorado,8041,1537930
El Paso,Texas,48141,3092643
Elbert,Colorado,8039,128951
Elbert,Georgia,13105,71165
Elk,Kansas,20049,17037
Elk,Pennsylvania,42047,283077
